_id,libno,time,in,out
49939,775147,2020-02-24T08:00:00,0,1
49940,775147,2020-02-24T09:00:00,9,4
49941,775147,2020-02-24T10:00:00,18,16
49942,775147,2020-02-24T11:00:00,8,6
49943,775147,2020-02-24T12:00:00,27,22
49944,775147,2020-02-24T13:00:00,37,31
49945,775147,2020-02-24T14:00:00,47,45
49946,775147,2020-02-24T15:00:00,31,43
49947,775147,2020-02-24T16:00:00,21,23
49948,775147,2020-02-24T17:00:00,11,16
49949,775147,2020-02-24T18:00:00,2,3
49950,775147,2020-02-24T19:00:00,0,4
49951,775147,2020-02-24T20:00:00,0,1
49952,775147,2020-02-24T21:00:00,4,0
49953,775149,2020-02-24T07:00:00,2,2
49954,775149,2020-02-24T08:00:00,23,10
49955,775149,2020-02-24T09:00:00,59,46
49956,775149,2020-02-24T10:00:00,57,61
49957,775149,2020-02-24T11:00:00,23,24
49958,775149,2020-02-24T12:00:00,29,12
49959,775149,2020-02-24T13:00:00,34,53
49960,775149,2020-02-24T14:00:00,17,15
49961,775149,2020-02-24T15:00:00,12,10
49962,775149,2020-02-24T16:00:00,12,14
49963,775149,2020-02-24T17:00:00,7,3
49964,775149,2020-02-24T18:00:00,1,3
49965,775150,2020-02-24T07:00:00,2,1
49966,775150,2020-02-24T08:00:00,8,8
49967,775150,2020-02-24T09:00:00,9,6
49968,775150,2020-02-24T10:00:00,13,14
49969,775150,2020-02-24T11:00:00,14,9
49970,775150,2020-02-24T12:00:00,14,13
49971,775150,2020-02-24T13:00:00,18,17
49972,775150,2020-02-24T14:00:00,25,25
49973,775150,2020-02-24T15:00:00,34,32
49974,775150,2020-02-24T16:00:00,26,29
49975,775150,2020-02-24T17:00:00,20,28
49976,775150,2020-02-24T18:00:00,3,7
49977,775160,2020-02-24T07:00:00,8,7
49978,775160,2020-02-24T08:00:00,51,35
49979,775160,2020-02-24T09:00:00,47,26
49980,775160,2020-02-24T10:00:00,96,86
49981,775160,2020-02-24T11:00:00,93,97
49982,775160,2020-02-24T12:00:00,70,88
49983,775160,2020-02-24T13:00:00,68,64
49984,775160,2020-02-24T14:00:00,83,83
49985,775160,2020-02-24T15:00:00,119,119
49986,775160,2020-02-24T16:00:00,114,130
49987,775160,2020-02-24T17:00:00,60,68
49988,775160,2020-02-24T18:00:00,24,25
49989,775160,2020-02-24T19:00:00,18,12
49990,775160,2020-02-24T20:00:00,6,10
49991,775160,2020-02-24T21:00:00,6,8
49992,775162,2020-02-24T08:00:00,5,9
49993,775162,2020-02-24T09:00:00,7,10
49994,775162,2020-02-24T10:00:00,3,7
49995,775162,2020-02-24T11:00:00,1,1
49996,775162,2020-02-24T12:00:00,48,47
49997,775162,2020-02-24T13:00:00,4,18
49998,775162,2020-02-24T14:00:00,29,25
49999,775162,2020-02-24T15:00:00,18,21
50000,775162,2020-02-24T16:00:00,16,16
50001,775162,2020-02-24T17:00:00,6,6
50002,775162,2020-02-24T18:00:00,4,5
50003,775162,2020-02-24T19:00:00,1,4
50004,775164,2020-02-24T07:00:00,2,1
50005,775164,2020-02-24T08:00:00,7,4
50006,775164,2020-02-24T09:00:00,3,3
50007,775164,2020-02-24T10:00:00,15,17
50008,775164,2020-02-24T11:00:00,10,7
50009,775164,2020-02-24T12:00:00,8,12
50010,775164,2020-02-24T13:00:00,5,4
50011,775164,2020-02-24T14:00:00,7,6
50012,775164,2020-02-24T15:00:00,9,10
50013,775164,2020-02-24T16:00:00,12,11
50014,775164,2020-02-24T17:00:00,6,6
50015,775164,2020-02-24T18:00:00,3,5
50016,775167,2020-02-24T07:00:00,1,1
50017,775167,2020-02-24T08:00:00,7,6
50018,775167,2020-02-24T09:00:00,20,19
50019,775167,2020-02-24T10:00:00,13,11
50020,775167,2020-02-24T11:00:00,17,18
50021,775167,2020-02-24T12:00:00,18,20
50022,775167,2020-02-24T13:00:00,28,21
50023,775167,2020-02-24T14:00:00,19,17
50024,775167,2020-02-24T15:00:00,31,44
50025,775167,2020-02-24T16:00:00,35,34
50026,775167,2020-02-24T17:00:00,28,42
50027,775167,2020-02-24T18:00:00,61,28
50028,775167,2020-02-24T19:00:00,12,9
50029,775167,2020-02-24T20:00:00,14,47
50030,775167,2020-02-24T21:00:00,2,7
50031,775167,2020-02-24T22:00:00,0,6
50032,775168,2020-02-24T07:00:00,3,2
50033,775168,2020-02-24T08:00:00,0,1
50034,775168,2020-02-24T09:00:00,13,11
50035,775168,2020-02-24T10:00:00,2,3
50036,775168,2020-02-24T11:00:00,9,8
50037,775168,2020-02-24T12:00:00,2,3
50038,775168,2020-02-24T13:00:00,9,9
50039,775168,2020-02-24T14:00:00,14,15
50040,775168,2020-02-24T15:00:00,18,23
50041,775168,2020-02-24T16:00:00,39,14
50042,775168,2020-02-24T17:00:00,31,12
50043,775168,2020-02-24T18:00:00,43,16
50044,775168,2020-02-24T19:00:00,8,49
50045,775168,2020-02-24T20:00:00,4,3
50046,775168,2020-02-24T21:00:00,1,2
50047,775170,2020-02-24T08:00:00,2,1
50048,775170,2020-02-24T09:00:00,10,7
50049,775170,2020-02-24T10:00:00,13,7
50050,775170,2020-02-24T11:00:00,5,11
50051,775170,2020-02-24T12:00:00,2,3
50052,775170,2020-02-24T13:00:00,8,6
50053,775170,2020-02-24T14:00:00,9,11
50054,775170,2020-02-24T15:00:00,8,6
50055,775170,2020-02-24T16:00:00,3,6
50056,775170,2020-02-24T17:00:00,1,2
50057,775170,2020-02-24T18:00:00,1,1
50058,775170,2020-02-24T19:00:00,0,1
50059,775170,2020-02-24T21:00:00,1,3
50060,775100,2020-02-25T06:00:00,14,6
50061,775100,2020-02-25T07:00:00,85,12
50062,775100,2020-02-25T08:00:00,377,39
50063,775100,2020-02-25T09:00:00,330,80
50064,775100,2020-02-25T10:00:00,382,227
50065,775100,2020-02-25T11:00:00,383,398
50066,775100,2020-02-25T12:00:00,292,356
50067,775100,2020-02-25T13:00:00,363,358
50068,775100,2020-02-25T14:00:00,378,466
50069,775100,2020-02-25T15:00:00,325,482
50070,775100,2020-02-25T16:00:00,286,421
50071,775100,2020-02-25T17:00:00,174,317
50072,775100,2020-02-25T18:00:00,272,192
50073,775100,2020-02-25T19:00:00,59,97
50074,775100,2020-02-25T20:00:00,60,178
50075,775100,2020-02-25T21:00:00,12,190
50076,775100,2020-02-25T22:00:00,1,7
50077,775120,2020-02-25T06:00:00,2,2
50078,775120,2020-02-25T07:00:00,4,2
50079,775120,2020-02-25T08:00:00,5,8
50080,775120,2020-02-25T09:00:00,15,11
50081,775120,2020-02-25T10:00:00,44,25
50082,775120,2020-02-25T11:00:00,32,30
50083,775120,2020-02-25T12:00:00,21,35
50084,775120,2020-02-25T13:00:00,19,12
50085,775120,2020-02-25T14:00:00,30,29
50086,775120,2020-02-25T15:00:00,27,30
50087,775120,2020-02-25T16:00:00,37,43
50088,775120,2020-02-25T17:00:00,26,29
50089,775120,2020-02-25T18:00:00,9,11
50090,775120,2020-02-25T19:00:00,6,6
50091,775120,2020-02-25T20:00:00,7,8
50092,775120,2020-02-25T21:00:00,2,4
50093,775122,2020-02-25T08:00:00,3,2
50094,775122,2020-02-25T09:00:00,8,9
50095,775122,2020-02-25T10:00:00,5,6
50096,775122,2020-02-25T11:00:00,10,7
50097,775122,2020-02-25T12:00:00,9,7
50098,775122,2020-02-25T13:00:00,7,8
50099,775122,2020-02-25T14:00:00,6,7
50100,775122,2020-02-25T15:00:00,14,15
50101,775122,2020-02-25T16:00:00,9,9
50102,775122,2020-02-25T17:00:00,9,10
50103,775122,2020-02-25T18:00:00,8,8
50104,775122,2020-02-25T19:00:00,4,4
50105,775122,2020-02-25T20:00:00,3,3
50106,775126,2020-02-25T08:00:00,2,1
50107,775126,2020-02-25T09:00:00,19,5
50108,775126,2020-02-25T10:00:00,5,18
50109,775126,2020-02-25T11:00:00,6,6
50110,775126,2020-02-25T12:00:00,4,0
50111,775126,2020-02-25T13:00:00,5,5
50112,775126,2020-02-25T14:00:00,5,4
50113,775126,2020-02-25T15:00:00,9,9
50114,775126,2020-02-25T16:00:00,11,10
50115,775126,2020-02-25T17:00:00,5,10
50116,775126,2020-02-25T18:00:00,1,2
50117,775126,2020-02-25T19:00:00,5,4
50118,775126,2020-02-25T20:00:00,11,8
50119,775126,2020-02-25T21:00:00,10,16
50120,775127,2020-02-25T07:00:00,3,2
50121,775127,2020-02-25T08:00:00,4,4
50122,775127,2020-02-25T09:00:00,15,11
50123,775127,2020-02-25T10:00:00,11,11
50124,775127,2020-02-25T11:00:00,9,7
50125,775127,2020-02-25T12:00:00,8,14
50126,775127,2020-02-25T13:00:00,14,11
50127,775127,2020-02-25T14:00:00,26,23
50128,775127,2020-02-25T15:00:00,20,18
50129,775127,2020-02-25T16:00:00,19,25
50130,775127,2020-02-25T17:00:00,14,16
50131,775127,2020-02-25T18:00:00,5,6
50132,775127,2020-02-25T19:00:00,0,1
50133,775130,2020-02-25T06:00:00,1,1
50134,775130,2020-02-25T07:00:00,2,2
50135,775130,2020-02-25T08:00:00,9,5
50136,775130,2020-02-25T09:00:00,36,10
50137,775130,2020-02-25T10:00:00,67,51
50138,775130,2020-02-25T11:00:00,57,74
50139,775130,2020-02-25T12:00:00,42,51
50140,775130,2020-02-25T13:00:00,42,33
50141,775130,2020-02-25T14:00:00,55,51
50142,775130,2020-02-25T15:00:00,81,59
50143,775130,2020-02-25T16:00:00,62,71
50144,775130,2020-02-25T17:00:00,49,66
50145,775130,2020-02-25T18:00:00,27,36
50146,775130,2020-02-25T19:00:00,35,28
50147,775130,2020-02-25T20:00:00,0,4
50148,775130,2020-02-25T21:00:00,0,22
50149,775140,2020-02-25T07:00:00,11,6
50150,775140,2020-02-25T08:00:00,20,9
50151,775140,2020-02-25T09:00:00,24,12
50152,775140,2020-02-25T10:00:00,55,36
50153,775140,2020-02-25T11:00:00,35,56
50154,775140,2020-02-25T12:00:00,51,55
50155,775140,2020-02-25T13:00:00,41,36
50156,775140,2020-02-25T14:00:00,27,31
50157,775140,2020-02-25T15:00:00,51,51
50158,775140,2020-02-25T16:00:00,52,53
50159,775140,2020-02-25T17:00:00,41,57
50160,775140,2020-02-25T18:00:00,18,21
50161,775140,2020-02-25T19:00:00,8,10
50162,775140,2020-02-25T20:00:00,9,7
50163,775140,2020-02-25T21:00:00,4,8
50164,775140,2020-02-25T22:00:00,0,1
50165,775144,2020-02-25T06:00:00,0,1
50166,775144,2020-02-25T07:00:00,0,1
50167,775144,2020-02-25T08:00:00,3,2
50168,775144,2020-02-25T09:00:00,11,8
50169,775144,2020-02-25T10:00:00,30,25
50170,775144,2020-02-25T11:00:00,55,42
50171,775144,2020-02-25T12:00:00,35,40
50172,775144,2020-02-25T13:00:00,43,49
50173,775144,2020-02-25T14:00:00,37,33
50174,775144,2020-02-25T15:00:00,50,40
50175,775144,2020-02-25T16:00:00,65,63
50176,775144,2020-02-25T17:00:00,30,55
50177,775144,2020-02-25T18:00:00,15,17
50178,775146,2020-02-25T07:00:00,7,8
50179,775146,2020-02-25T08:00:00,21,23
50180,775146,2020-02-25T09:00:00,51,64
50181,775146,2020-02-25T10:00:00,17,23
50182,775146,2020-02-25T11:00:00,31,27
50183,775146,2020-02-25T12:00:00,37,49
50184,775146,2020-02-25T13:00:00,19,17
50185,775146,2020-02-25T14:00:00,5,7
50186,775146,2020-02-25T15:00:00,6,5
50187,775146,2020-02-25T16:00:00,9,8
50188,775146,2020-02-25T17:00:00,12,14
50189,775146,2020-02-25T18:00:00,15,5
50190,775146,2020-02-25T19:00:00,1,1
50191,775146,2020-02-25T21:00:00,0,10
50192,775147,2020-02-25T06:00:00,9,8
50193,775147,2020-02-25T07:00:00,1,4
50194,775147,2020-02-25T08:00:00,1,9
50195,775147,2020-02-25T09:00:00,11,7
50196,775147,2020-02-25T10:00:00,56,41
50197,775147,2020-02-25T11:00:00,22,31
50198,775147,2020-02-25T12:00:00,23,34
50199,775147,2020-02-25T13:00:00,22,17
50200,775147,2020-02-25T14:00:00,34,34
50201,775147,2020-02-25T15:00:00,30,26
50202,775147,2020-02-25T16:00:00,22,25
50203,775147,2020-02-25T17:00:00,2,2
50204,775147,2020-02-25T19:00:00,0,2
50205,775147,2020-02-25T20:00:00,2,0
50206,775149,2020-02-25T08:00:00,33,31
50207,775149,2020-02-25T09:00:00,15,9
50208,775149,2020-02-25T10:00:00,19,22
50209,775149,2020-02-25T11:00:00,20,8
50210,775149,2020-02-25T12:00:00,30,19
50211,775149,2020-02-25T13:00:00,30,58
50212,775149,2020-02-25T14:00:00,27,22
50213,775149,2020-02-25T15:00:00,1,1
50214,775150,2020-02-25T07:00:00,0,2
50215,775150,2020-02-25T08:00:00,3,5
50216,775150,2020-02-25T09:00:00,12,3
50217,775150,2020-02-25T10:00:00,51,17
50218,775150,2020-02-25T11:00:00,18,56
50219,775150,2020-02-25T12:00:00,15,13
50220,775150,2020-02-25T13:00:00,24,19
50221,775150,2020-02-25T14:00:00,14,17
50222,775150,2020-02-25T15:00:00,7,14
50223,775150,2020-02-25T16:00:00,28,29
50224,775150,2020-02-25T17:00:00,9,12
50225,775160,2020-02-25T07:00:00,12,9
50226,775160,2020-02-25T08:00:00,36,33
50227,775160,2020-02-25T09:00:00,35,25
50228,775160,2020-02-25T10:00:00,77,82
50229,775160,2020-02-25T11:00:00,81,87
50230,775160,2020-02-25T12:00:00,94,69
50231,775160,2020-02-25T13:00:00,70,69
50232,775160,2020-02-25T14:00:00,96,109
50233,775160,2020-02-25T15:00:00,96,96
50234,775160,2020-02-25T16:00:00,74,106
50235,775160,2020-02-25T17:00:00,49,48
50236,775160,2020-02-25T18:00:00,20,23
50237,775160,2020-02-25T19:00:00,14,17
50238,775160,2020-02-25T20:00:00,7,8
50239,775160,2020-02-25T21:00:00,6,7
50240,775162,2020-02-25T08:00:00,4,8
50241,775162,2020-02-25T09:00:00,24,31
50242,775162,2020-02-25T10:00:00,6,4
50243,775162,2020-02-25T11:00:00,1,9
50244,775162,2020-02-25T12:00:00,24,5
50245,775162,2020-02-25T13:00:00,4,25
50246,775162,2020-02-25T14:00:00,29,38
50247,775162,2020-02-25T15:00:00,6,10
50248,775162,2020-02-25T16:00:00,4,10
50249,775162,2020-02-25T17:00:00,7,8
50250,775162,2020-02-25T19:00:00,0,1
50251,775162,2020-02-25T20:00:00,1,3
50252,775162,2020-02-25T21:00:00,0,1
50253,775164,2020-02-25T07:00:00,1,2
50254,775164,2020-02-25T09:00:00,6,3
50255,775164,2020-02-25T10:00:00,6,4
50256,775164,2020-02-25T11:00:00,4,7
50257,775164,2020-02-25T12:00:00,3,4
50258,775164,2020-02-25T13:00:00,7,6
50259,775164,2020-02-25T14:00:00,0,3
50260,775164,2020-02-25T15:00:00,6,6
50261,775164,2020-02-25T16:00:00,3,2
50262,775164,2020-02-25T17:00:00,3,4
50263,775164,2020-02-25T18:00:00,2,2
50264,775164,2020-02-25T19:00:00,8,10
50265,775164,2020-02-25T20:00:00,1,3
50266,775167,2020-02-25T07:00:00,2,3
50267,775167,2020-02-25T08:00:00,23,23
50268,775167,2020-02-25T09:00:00,34,24
50269,775167,2020-02-25T10:00:00,17,12
50270,775167,2020-02-25T11:00:00,19,29
50271,775167,2020-02-25T12:00:00,12,14
50272,775167,2020-02-25T13:00:00,17,20
50273,775167,2020-02-25T14:00:00,27,22
50274,775167,2020-02-25T15:00:00,20,19
50275,775167,2020-02-25T16:00:00,23,30
50276,775167,2020-02-25T17:00:00,26,28
50277,775167,2020-02-25T18:00:00,12,14
50278,775167,2020-02-25T19:00:00,2,4
50279,775167,2020-02-25T20:00:00,3,6
50280,775167,2020-02-25T21:00:00,2,1
50281,775167,2020-02-25T22:00:00,0,1
50282,775168,2020-02-25T07:00:00,2,2
50283,775168,2020-02-25T08:00:00,1,1
50284,775168,2020-02-25T10:00:00,5,4
50285,775168,2020-02-25T11:00:00,4,4
50286,775168,2020-02-25T12:00:00,2,3
50287,775168,2020-02-25T13:00:00,3,3
50288,775168,2020-02-25T14:00:00,7,7
50289,775168,2020-02-25T15:00:00,20,15
50290,775168,2020-02-25T16:00:00,8,9
50291,775168,2020-02-25T17:00:00,6,6
50292,775168,2020-02-25T18:00:00,8,6
50293,775168,2020-02-25T19:00:00,2,1
50294,775168,2020-02-25T20:00:00,1,4
50295,775170,2020-02-25T07:00:00,1,0
50296,775170,2020-02-25T08:00:00,0,1
50297,775170,2020-02-25T09:00:00,3,3
50298,775170,2020-02-25T10:00:00,2,3
50299,775170,2020-02-25T11:00:00,1,1
50300,775170,2020-02-25T14:00:00,7,6
50301,775170,2020-02-25T15:00:00,4,4
50302,775170,2020-02-25T16:00:00,1,3
50303,775170,2020-02-25T17:00:00,3,5
50304,775170,2020-02-25T18:00:00,7,5
50305,775170,2020-02-25T19:00:00,2,3
50306,775170,2020-02-25T20:00:00,0,2
50307,775100,2020-02-26T06:00:00,16,5
50308,775100,2020-02-26T07:00:00,77,10
50309,775100,2020-02-26T08:00:00,327,43
50310,775100,2020-02-26T09:00:00,289,114
50311,775100,2020-02-26T10:00:00,404,173
50312,775100,2020-02-26T11:00:00,350,344
50313,775100,2020-02-26T12:00:00,392,384
50314,775100,2020-02-26T13:00:00,329,384
50315,775100,2020-02-26T14:00:00,327,430
50316,775100,2020-02-26T15:00:00,362,477
50317,775100,2020-02-26T16:00:00,322,413
50318,775100,2020-02-26T17:00:00,233,326
50319,775100,2020-02-26T18:00:00,126,246
50320,775100,2020-02-26T19:00:00,112,133
50321,775100,2020-02-26T20:00:00,31,156
50322,775100,2020-02-26T21:00:00,15,79
50323,775100,2020-02-26T22:00:00,0,10
50324,775120,2020-02-26T08:00:00,2,0
50325,775120,2020-02-26T09:00:00,17,9
50326,775120,2020-02-26T10:00:00,28,16
50327,775120,2020-02-26T11:00:00,24,36
50328,775120,2020-02-26T12:00:00,17,16
50329,775120,2020-02-26T13:00:00,33,25
50330,775120,2020-02-26T14:00:00,28,31
50331,775120,2020-02-26T15:00:00,41,34
50332,775120,2020-02-26T16:00:00,32,33
50333,775120,2020-02-26T17:00:00,18,23
50334,775120,2020-02-26T18:00:00,12,12
50335,775120,2020-02-26T19:00:00,6,7
50336,775120,2020-02-26T20:00:00,6,6
50337,775120,2020-02-26T21:00:00,5,6
50338,775122,2020-02-26T10:00:00,7,6
50339,775122,2020-02-26T11:00:00,5,5
50340,775122,2020-02-26T12:00:00,6,6
50341,775122,2020-02-26T13:00:00,6,7
50342,775122,2020-02-26T14:00:00,7,7
50343,775122,2020-02-26T15:00:00,8,7
50344,775122,2020-02-26T16:00:00,12,12
50345,775122,2020-02-26T17:00:00,7,7
50346,775122,2020-02-26T18:00:00,3,2
50347,775122,2020-02-26T19:00:00,3,4
50348,775122,2020-02-26T20:00:00,3,3
50349,775122,2020-02-26T21:00:00,1,1
50350,775126,2020-02-26T07:00:00,1,0
50351,775126,2020-02-26T08:00:00,0,1
50352,775126,2020-02-26T09:00:00,16,0
50353,775126,2020-02-26T10:00:00,14,21
50354,775126,2020-02-26T11:00:00,0,2
50355,775126,2020-02-26T13:00:00,1,1
50356,775126,2020-02-26T15:00:00,9,7
50357,775126,2020-02-26T16:00:00,21,17
50358,775126,2020-02-26T17:00:00,16,25
50359,775126,2020-02-26T18:00:00,2,3
50360,775126,2020-02-26T19:00:00,7,2
50361,775126,2020-02-26T20:00:00,1,2
50362,775126,2020-02-26T21:00:00,5,10
50363,775127,2020-02-26T07:00:00,3,2
50364,775127,2020-02-26T08:00:00,7,7
50365,775127,2020-02-26T09:00:00,13,8
50366,775127,2020-02-26T10:00:00,27,22
50367,775127,2020-02-26T11:00:00,10,14
50368,775127,2020-02-26T12:00:00,19,17
50369,775127,2020-02-26T13:00:00,32,24
50370,775127,2020-02-26T14:00:00,32,30
50371,775127,2020-02-26T15:00:00,32,35
50372,775127,2020-02-26T16:00:00,45,34
50373,775127,2020-02-26T17:00:00,9,26
50374,775127,2020-02-26T18:00:00,8,12
50375,775127,2020-02-26T19:00:00,2,2
50376,775130,2020-02-26T07:00:00,6,4
50377,775130,2020-02-26T08:00:00,11,7
50378,775130,2020-02-26T09:00:00,22,12
50379,775130,2020-02-26T10:00:00,51,30
50380,775130,2020-02-26T11:00:00,50,65
50381,775130,2020-02-26T12:00:00,55,44
50382,775130,2020-02-26T13:00:00,39,44
50383,775130,2020-02-26T14:00:00,56,50
50384,775130,2020-02-26T15:00:00,57,56
50385,775130,2020-02-26T16:00:00,45,49
50386,775130,2020-02-26T17:00:00,29,35
50387,775130,2020-02-26T18:00:00,35,21
50388,775130,2020-02-26T19:00:00,6,16
50389,775130,2020-02-26T20:00:00,7,15
50390,775130,2020-02-26T21:00:00,2,22
50391,775140,2020-02-26T06:00:00,1,1
50392,775140,2020-02-26T07:00:00,6,2
50393,775140,2020-02-26T08:00:00,6,5
50394,775140,2020-02-26T09:00:00,29,10
50395,775140,2020-02-26T10:00:00,43,28
50396,775140,2020-02-26T11:00:00,29,50
50397,775140,2020-02-26T12:00:00,52,46
50398,775140,2020-02-26T13:00:00,47,56
50399,775140,2020-02-26T14:00:00,42,41
50400,775140,2020-02-26T15:00:00,59,46
50401,775140,2020-02-26T16:00:00,62,52
50402,775140,2020-02-26T17:00:00,41,55
50403,775140,2020-02-26T18:00:00,48,32
50404,775140,2020-02-26T19:00:00,19,19
50405,775140,2020-02-26T20:00:00,13,16
50406,775140,2020-02-26T21:00:00,4,37
50407,775140,2020-02-26T22:00:00,0,2
50408,775144,2020-02-26T06:00:00,1,1
50409,775144,2020-02-26T08:00:00,5,2
50410,775144,2020-02-26T09:00:00,18,5
50411,775144,2020-02-26T10:00:00,31,34
50412,775144,2020-02-26T11:00:00,30,23
50413,775144,2020-02-26T12:00:00,36,40
50414,775144,2020-02-26T13:00:00,41,34
50415,775144,2020-02-26T14:00:00,32,36
50416,775144,2020-02-26T15:00:00,49,37
50417,775144,2020-02-26T16:00:00,36,66
50418,775144,2020-02-26T17:00:00,3,9
50419,775146,2020-02-26T07:00:00,10,10
50420,775146,2020-02-26T08:00:00,56,53
50421,775146,2020-02-26T09:00:00,8,44
50422,775146,2020-02-26T10:00:00,64,53
50423,775146,2020-02-26T11:00:00,58,54
50424,775146,2020-02-26T12:00:00,33,30
50425,775146,2020-02-26T13:00:00,29,37
50426,775146,2020-02-26T14:00:00,8,17
50427,775146,2020-02-26T15:00:00,3,3
50428,775146,2020-02-26T16:00:00,13,10
50429,775146,2020-02-26T17:00:00,9,8
50430,775146,2020-02-26T18:00:00,4,8
50431,775147,2020-02-26T06:00:00,5,5
50432,775147,2020-02-26T07:00:00,0,3
50433,775147,2020-02-26T08:00:00,0,2
50434,775147,2020-02-26T09:00:00,13,12
50435,775147,2020-02-26T10:00:00,22,16
50436,775147,2020-02-26T11:00:00,23,18
50437,775147,2020-02-26T12:00:00,30,30
50438,775147,2020-02-26T13:00:00,32,29
50439,775147,2020-02-26T14:00:00,23,24
50440,775147,2020-02-26T15:00:00,29,28
50441,775147,2020-02-26T16:00:00,41,35
50442,775147,2020-02-26T17:00:00,26,29
50443,775147,2020-02-26T18:00:00,41,45
50444,775147,2020-02-26T19:00:00,29,23
50445,775147,2020-02-26T20:00:00,11,3
50446,775149,2020-02-26T07:00:00,4,3
50447,775149,2020-02-26T08:00:00,28,26
50448,775149,2020-02-26T09:00:00,21,19
50449,775149,2020-02-26T10:00:00,71,43
50450,775149,2020-02-26T11:00:00,29,42
50451,775149,2020-02-26T12:00:00,84,68
50452,775149,2020-02-26T13:00:00,36,55
50453,775149,2020-02-26T14:00:00,16,26
50454,775149,2020-02-26T15:00:00,1,2
50455,775150,2020-02-26T08:00:00,4,4
50456,775150,2020-02-26T09:00:00,8,8
50457,775150,2020-02-26T10:00:00,3,3
50458,775150,2020-02-26T12:00:00,5,3
50459,775150,2020-02-26T13:00:00,10,10
50460,775150,2020-02-26T14:00:00,8,11
50461,775150,2020-02-26T15:00:00,15,9
50462,775150,2020-02-26T16:00:00,15,22
50463,775150,2020-02-26T17:00:00,25,27
50464,775150,2020-02-26T18:00:00,0,1
50465,775160,2020-02-26T07:00:00,9,4
50466,775160,2020-02-26T08:00:00,29,20
50467,775160,2020-02-26T09:00:00,55,42
50468,775160,2020-02-26T10:00:00,89,79
50469,775160,2020-02-26T11:00:00,95,109
50470,775160,2020-02-26T12:00:00,61,56
50471,775160,2020-02-26T13:00:00,68,66
50472,775160,2020-02-26T14:00:00,95,96
50473,775160,2020-02-26T15:00:00,111,112
50474,775160,2020-02-26T16:00:00,114,115
50475,775160,2020-02-26T17:00:00,77,85
50476,775160,2020-02-26T18:00:00,87,35
50477,775160,2020-02-26T19:00:00,42,41
50478,775160,2020-02-26T20:00:00,40,67
50479,775160,2020-02-26T21:00:00,10,53
50480,775162,2020-02-26T08:00:00,23,31
50481,775162,2020-02-26T09:00:00,32,30
50482,775162,2020-02-26T10:00:00,27,26
50483,775162,2020-02-26T11:00:00,11,18
50484,775162,2020-02-26T12:00:00,6,5
50485,775162,2020-02-26T13:00:00,7,14
50486,775162,2020-02-26T14:00:00,22,27
50487,775162,2020-02-26T15:00:00,6,15
50488,775162,2020-02-26T16:00:00,12,14
50489,775162,2020-02-26T17:00:00,9,6
50490,775162,2020-02-26T18:00:00,8,14
50491,775162,2020-02-26T19:00:00,3,4
50492,775162,2020-02-26T20:00:00,0,1
50493,775164,2020-02-26T07:00:00,3,1
50494,775164,2020-02-26T09:00:00,7,0
50495,775164,2020-02-26T10:00:00,5,8
50496,775164,2020-02-26T11:00:00,1,4
50497,775164,2020-02-26T12:00:00,4,6
50498,775164,2020-02-26T13:00:00,3,1
50499,775164,2020-02-26T14:00:00,5,7
50500,775164,2020-02-26T15:00:00,3,5
50501,775164,2020-02-26T16:00:00,7,6
50502,775164,2020-02-26T17:00:00,1,4
50503,775164,2020-02-26T18:00:00,6,4
50504,775164,2020-02-26T19:00:00,10,6
50505,775164,2020-02-26T20:00:00,3,5
50506,775164,2020-02-26T21:00:00,0,5
50507,775167,2020-02-26T08:00:00,5,9
50508,775167,2020-02-26T09:00:00,11,11
50509,775167,2020-02-26T10:00:00,7,7
50510,775167,2020-02-26T11:00:00,7,5
50511,775167,2020-02-26T12:00:00,15,14
50512,775167,2020-02-26T13:00:00,4,6
50513,775167,2020-02-26T14:00:00,14,6
50514,775167,2020-02-26T15:00:00,15,14
50515,775167,2020-02-26T16:00:00,31,35
50516,775167,2020-02-26T17:00:00,13,16
50517,775167,2020-02-26T18:00:00,4,3
50518,775167,2020-02-26T19:00:00,7,5
50519,775167,2020-02-26T20:00:00,3,7
50520,775167,2020-02-26T21:00:00,3,3
50521,775167,2020-02-26T22:00:00,0,1
50522,775168,2020-02-26T07:00:00,5,5
50523,775168,2020-02-26T08:00:00,3,3
50524,775168,2020-02-26T09:00:00,1,8
50525,775168,2020-02-26T10:00:00,1,1
50526,775168,2020-02-26T11:00:00,0,1
50527,775168,2020-02-26T12:00:00,1,1
50528,775168,2020-02-26T13:00:00,6,6
50529,775168,2020-02-26T14:00:00,6,7
50530,775168,2020-02-26T15:00:00,6,7
50531,775168,2020-02-26T16:00:00,4,5
50532,775168,2020-02-26T17:00:00,6,5
50533,775168,2020-02-26T18:00:00,5,3
50534,775168,2020-02-26T19:00:00,1,5
50535,775168,2020-02-26T20:00:00,1,1
50536,775168,2020-02-26T21:00:00,2,2
50537,775170,2020-02-26T07:00:00,3,2
50538,775170,2020-02-26T09:00:00,3,4
50539,775170,2020-02-26T10:00:00,2,2
50540,775170,2020-02-26T11:00:00,2,2
50541,775170,2020-02-26T13:00:00,1,0
50542,775170,2020-02-26T14:00:00,6,5
50543,775170,2020-02-26T15:00:00,3,5
50544,775170,2020-02-26T16:00:00,2,2
50545,775170,2020-02-26T17:00:00,1,1
50546,775170,2020-02-26T18:00:00,3,2
