_id,libno,time,in,out
12020,775120,2019-09-04T14:00:00,40,38
12021,775120,2019-09-04T15:00:00,29,25
12022,775120,2019-09-04T16:00:00,34,30
12023,775120,2019-09-04T17:00:00,23,24
12024,775120,2019-09-04T18:00:00,14,13
12025,775120,2019-09-04T19:00:00,9,12
12026,775120,2019-09-04T20:00:00,6,4
12027,775120,2019-09-04T21:00:00,5,7
12028,775122,2019-09-04T07:00:00,3,2
12029,775122,2019-09-04T08:00:00,3,3
12030,775122,2019-09-04T09:00:00,5,4
12031,775122,2019-09-04T10:00:00,8,5
12032,775122,2019-09-04T11:00:00,4,8
12033,775122,2019-09-04T12:00:00,7,6
12034,775122,2019-09-04T13:00:00,8,8
12035,775122,2019-09-04T14:00:00,1,2
12036,775122,2019-09-04T15:00:00,3,2
12037,775122,2019-09-04T16:00:00,7,6
12038,775122,2019-09-04T17:00:00,6,8
12039,775122,2019-09-04T18:00:00,4,2
12040,775122,2019-09-04T19:00:00,4,6
12041,775122,2019-09-04T20:00:00,2,2
12042,775122,2019-09-04T21:00:00,2,2
12043,775126,2019-09-04T10:00:00,2,2
12044,775126,2019-09-04T11:00:00,2,1
12045,775126,2019-09-04T12:00:00,2,3
12046,775126,2019-09-04T13:00:00,2,2
12047,775126,2019-09-04T14:00:00,4,3
12048,775126,2019-09-04T15:00:00,3,3
12049,775126,2019-09-04T16:00:00,4,3
12050,775126,2019-09-04T17:00:00,4,6
12051,775126,2019-09-04T19:00:00,2,2
12052,775126,2019-09-04T20:00:00,2,5
12053,775126,2019-09-04T21:00:00,1,1
12054,775127,2019-09-04T08:00:00,2,0
12055,775127,2019-09-04T09:00:00,8,4
12056,775127,2019-09-04T10:00:00,21,17
12057,775127,2019-09-04T11:00:00,18,16
12058,775127,2019-09-04T12:00:00,7,10
12059,775127,2019-09-04T13:00:00,17,10
12060,775127,2019-09-04T14:00:00,20,20
12061,775127,2019-09-04T15:00:00,31,29
12062,775127,2019-09-04T16:00:00,13,22
12063,775127,2019-09-04T17:00:00,10,7
12064,775127,2019-09-04T18:00:00,3,7
12065,775127,2019-09-04T19:00:00,1,0
12066,775130,2019-09-04T06:00:00,1,1
12067,775130,2019-09-04T07:00:00,2,0
12068,775130,2019-09-04T08:00:00,7,7
12069,775130,2019-09-04T09:00:00,26,16
12070,775130,2019-09-04T10:00:00,35,36
12071,775130,2019-09-04T11:00:00,45,37
12072,775130,2019-09-04T12:00:00,48,43
12073,775130,2019-09-04T13:00:00,36,36
12074,775130,2019-09-04T14:00:00,39,37
12075,775130,2019-09-04T15:00:00,54,49
12076,775130,2019-09-04T16:00:00,31,40
12077,775130,2019-09-04T17:00:00,31,32
12078,775130,2019-09-04T18:00:00,14,17
12079,775130,2019-09-04T19:00:00,6,13
12080,775140,2019-09-04T06:00:00,1,1
12081,775140,2019-09-04T07:00:00,2,0
12082,775140,2019-09-04T08:00:00,8,4
12083,775140,2019-09-04T09:00:00,37,9
12084,775140,2019-09-04T10:00:00,41,38
12085,775140,2019-09-04T11:00:00,32,44
12086,775140,2019-09-04T12:00:00,30,33
12087,775140,2019-09-04T13:00:00,31,29
12088,775140,2019-09-04T14:00:00,44,37
12089,775140,2019-09-04T15:00:00,60,58
12090,775140,2019-09-04T16:00:00,46,50
12091,775140,2019-09-04T17:00:00,30,40
12092,775140,2019-09-04T18:00:00,32,20
12093,775140,2019-09-04T19:00:00,14,9
12094,775140,2019-09-04T20:00:00,10,13
12095,775140,2019-09-04T21:00:00,2,34
12096,775140,2019-09-04T22:00:00,0,1
12097,775144,2019-09-04T06:00:00,0,1
12098,775144,2019-09-04T07:00:00,1,0
12099,775144,2019-09-04T08:00:00,3,4
12100,775144,2019-09-04T09:00:00,27,15
12101,775144,2019-09-04T10:00:00,29,28
12102,775144,2019-09-04T11:00:00,34,37
12103,775144,2019-09-04T12:00:00,24,28
12104,775144,2019-09-04T13:00:00,47,34
12105,775144,2019-09-04T14:00:00,23,26
12106,775144,2019-09-04T15:00:00,62,45
12107,775144,2019-09-04T16:00:00,36,64
12108,775144,2019-09-04T17:00:00,4,20
12109,775146,2019-09-04T07:00:00,8,9
12110,775146,2019-09-04T08:00:00,105,74
12111,775146,2019-09-04T09:00:00,32,68
12112,775146,2019-09-04T10:00:00,48,41
12113,775146,2019-09-04T11:00:00,34,36
12114,775146,2019-09-04T12:00:00,27,26
12115,775146,2019-09-04T13:00:00,29,19
12116,775146,2019-09-04T14:00:00,15,33
12117,775146,2019-09-04T15:00:00,1,0
12118,775146,2019-09-04T16:00:00,8,9
12119,775146,2019-09-04T17:00:00,4,5
12120,775146,2019-09-04T18:00:00,1,1
12121,775146,2019-09-04T19:00:00,11,8
12122,775146,2019-09-04T20:00:00,5,5
12123,775146,2019-09-04T21:00:00,5,8
12124,775147,2019-09-04T06:00:00,7,7
12125,775147,2019-09-04T07:00:00,2,3
12126,775147,2019-09-04T08:00:00,1,6
12127,775147,2019-09-04T09:00:00,12,6
12128,775147,2019-09-04T10:00:00,15,14
12129,775147,2019-09-04T11:00:00,16,10
12130,775147,2019-09-04T12:00:00,22,24
12131,775147,2019-09-04T13:00:00,22,20
12132,775147,2019-09-04T14:00:00,26,29
12133,775147,2019-09-04T15:00:00,36,40
12134,775147,2019-09-04T16:00:00,29,35
12135,775147,2019-09-04T17:00:00,6,6
12136,775147,2019-09-04T20:00:00,4,4
12137,775147,2019-09-04T21:00:00,2,3
12138,775149,2019-09-04T08:00:00,41,33
12139,775149,2019-09-04T09:00:00,21,9
12140,775149,2019-09-04T10:00:00,19,21
12141,775149,2019-09-04T11:00:00,19,33
12142,775149,2019-09-04T12:00:00,44,19
12143,775149,2019-09-04T13:00:00,29,54
12144,775149,2019-09-04T14:00:00,11,17
12145,775149,2019-09-04T15:00:00,2,2
12146,775150,2019-09-04T08:00:00,2,2
12147,775150,2019-09-04T09:00:00,5,4
12148,775150,2019-09-04T10:00:00,3,3
12149,775150,2019-09-04T11:00:00,5,6
12150,775150,2019-09-04T12:00:00,0,1
12151,775150,2019-09-04T13:00:00,6,2
12152,775150,2019-09-04T14:00:00,4,5
12153,775150,2019-09-04T15:00:00,11,9
12154,775150,2019-09-04T16:00:00,20,18
12155,775150,2019-09-04T17:00:00,17,23
12156,775160,2019-09-04T06:00:00,1,0
12157,775160,2019-09-04T07:00:00,3,1
12158,775160,2019-09-04T08:00:00,14,9
12159,775160,2019-09-04T09:00:00,19,7
12160,775160,2019-09-04T10:00:00,27,18
12161,775160,2019-09-04T11:00:00,32,19
12162,775160,2019-09-04T12:00:00,25,14
12163,775160,2019-09-04T13:00:00,19,17
12164,775160,2019-09-04T14:00:00,36,17
12165,775160,2019-09-04T15:00:00,37,28
12166,775160,2019-09-04T16:00:00,35,34
12167,775160,2019-09-04T17:00:00,24,18
12168,775160,2019-09-04T18:00:00,6,9
12169,775160,2019-09-04T19:00:00,8,8
12170,775160,2019-09-04T20:00:00,6,3
12171,775160,2019-09-04T21:00:00,2,1
12172,775162,2019-09-04T07:00:00,1,1
12173,775162,2019-09-04T08:00:00,17,21
12174,775162,2019-09-04T09:00:00,28,23
12175,775162,2019-09-04T10:00:00,52,51
12176,775162,2019-09-04T11:00:00,6,20
12177,775162,2019-09-04T12:00:00,5,6
12178,775162,2019-09-04T13:00:00,20,8
12179,775162,2019-09-04T14:00:00,32,41
12180,775162,2019-09-04T15:00:00,6,16
12181,775162,2019-09-04T16:00:00,5,5
12182,775162,2019-09-04T17:00:00,2,1
12183,775162,2019-09-04T18:00:00,2,4
12184,775162,2019-09-04T19:00:00,4,5
12185,775162,2019-09-04T20:00:00,0,2
12186,775164,2019-09-04T07:00:00,1,1
12187,775164,2019-09-04T08:00:00,1,1
12188,775164,2019-09-04T09:00:00,2,2
12189,775164,2019-09-04T10:00:00,1,0
12190,775164,2019-09-04T11:00:00,4,2
12191,775164,2019-09-04T12:00:00,2,5
12192,775164,2019-09-04T13:00:00,2,4
12193,775164,2019-09-04T14:00:00,8,6
12194,775164,2019-09-04T15:00:00,1,3
12195,775164,2019-09-04T16:00:00,5,5
12196,775164,2019-09-04T17:00:00,3,4
12197,775164,2019-09-04T18:00:00,14,8
12198,775164,2019-09-04T19:00:00,7,9
12199,775164,2019-09-04T20:00:00,0,4
12200,775167,2019-09-04T08:00:00,6,7
12201,775167,2019-09-04T09:00:00,11,9
12202,775167,2019-09-04T10:00:00,12,14
12203,775167,2019-09-04T11:00:00,12,9
12204,775167,2019-09-04T12:00:00,7,9
12205,775167,2019-09-04T13:00:00,4,6
12206,775167,2019-09-04T14:00:00,13,10
12207,775167,2019-09-04T15:00:00,7,8
12208,775167,2019-09-04T16:00:00,5,12
12209,775167,2019-09-04T17:00:00,5,6
12210,775167,2019-09-04T18:00:00,5,3
12211,775167,2019-09-04T19:00:00,9,6
12212,775167,2019-09-04T20:00:00,0,5
12213,775167,2019-09-04T21:00:00,4,2
12214,775168,2019-09-04T07:00:00,1,1
12215,775168,2019-09-04T08:00:00,4,3
12216,775168,2019-09-04T09:00:00,0,1
12217,775168,2019-09-04T10:00:00,2,0
12218,775168,2019-09-04T11:00:00,3,6
12219,775168,2019-09-04T12:00:00,5,4
12220,775168,2019-09-04T13:00:00,6,7
12221,775168,2019-09-04T14:00:00,8,17
12222,775168,2019-09-04T15:00:00,11,13
12223,775168,2019-09-04T16:00:00,15,11
12224,775168,2019-09-04T17:00:00,7,6
12225,775168,2019-09-04T18:00:00,6,4
12226,775168,2019-09-04T19:00:00,4,4
12227,775168,2019-09-04T20:00:00,4,5
12228,775170,2019-09-04T08:00:00,1,1
12229,775170,2019-09-04T09:00:00,4,2
12230,775170,2019-09-04T10:00:00,3,4
12231,775170,2019-09-04T11:00:00,0,1
12232,775170,2019-09-04T12:00:00,3,1
12233,775170,2019-09-04T14:00:00,1,2
12234,775170,2019-09-04T15:00:00,6,6
12235,775170,2019-09-04T16:00:00,3,3
12236,775170,2019-09-04T17:00:00,3,3
12237,775170,2019-09-04T18:00:00,12,7
12238,775170,2019-09-04T19:00:00,2,3
12239,775170,2019-09-04T20:00:00,1,2
12240,775170,2019-09-04T21:00:00,2,5
12241,775100,2019-09-05T06:00:00,7,0
12242,775100,2019-09-05T07:00:00,83,16
12243,775100,2019-09-05T08:00:00,406,49
12244,775100,2019-09-05T09:00:00,572,292
12245,775100,2019-09-05T10:00:00,406,386
12246,775100,2019-09-05T11:00:00,425,484
12247,775100,2019-09-05T12:00:00,585,473
12248,775100,2019-09-05T13:00:00,386,427
12249,775100,2019-09-05T14:00:00,455,537
12250,775100,2019-09-05T15:00:00,446,576
12251,775100,2019-09-05T16:00:00,406,542
12252,775100,2019-09-05T17:00:00,286,406
12253,775100,2019-09-05T18:00:00,212,275
12254,775100,2019-09-05T19:00:00,134,144
12255,775100,2019-09-05T20:00:00,34,127
12256,775100,2019-09-05T21:00:00,33,77
12257,775100,2019-09-05T22:00:00,2,4
12258,775120,2019-09-05T06:00:00,3,1
12259,775120,2019-09-05T07:00:00,3,3
12260,775120,2019-09-05T08:00:00,7,2
12261,775120,2019-09-05T09:00:00,10,6
12262,775120,2019-09-05T10:00:00,15,13
12263,775120,2019-09-05T11:00:00,14,21
12264,775120,2019-09-05T12:00:00,22,22
12265,775120,2019-09-05T13:00:00,30,26
12266,775120,2019-09-05T14:00:00,26,22
12267,775120,2019-09-05T15:00:00,32,35
12268,775120,2019-09-05T16:00:00,32,31
12269,775120,2019-09-05T17:00:00,18,25
12270,775120,2019-09-05T18:00:00,10,12
12271,775120,2019-09-05T19:00:00,9,11
12272,775120,2019-09-05T20:00:00,4,4
12273,775120,2019-09-05T21:00:00,0,2
12274,775122,2019-09-05T08:00:00,4,2
12275,775122,2019-09-05T09:00:00,1,2
12276,775122,2019-09-05T10:00:00,7,8
12277,775122,2019-09-05T11:00:00,5,4
12278,775122,2019-09-05T12:00:00,14,20
12279,775122,2019-09-05T13:00:00,6,5
12280,775122,2019-09-05T14:00:00,10,10
12281,775122,2019-09-05T15:00:00,8,7
12282,775122,2019-09-05T16:00:00,7,10
12283,775122,2019-09-05T17:00:00,13,12
12284,775122,2019-09-05T18:00:00,8,8
12285,775122,2019-09-05T19:00:00,7,6
12286,775122,2019-09-05T20:00:00,9,8
12287,775122,2019-09-05T21:00:00,4,7
12288,775126,2019-09-05T07:00:00,2,2
12289,775126,2019-09-05T08:00:00,1,1
12290,775126,2019-09-05T09:00:00,2,1
12291,775126,2019-09-05T10:00:00,6,1
12292,775126,2019-09-05T11:00:00,3,3
12293,775126,2019-09-05T12:00:00,1,6
12294,775126,2019-09-05T13:00:00,10,10
12295,775126,2019-09-05T14:00:00,45,47
12296,775126,2019-09-05T15:00:00,12,12
12297,775126,2019-09-05T16:00:00,5,6
12298,775126,2019-09-05T17:00:00,4,4
12299,775126,2019-09-05T18:00:00,5,3
12300,775126,2019-09-05T19:00:00,1,2
12301,775126,2019-09-05T20:00:00,1,3
12302,775127,2019-09-05T08:00:00,4,3
12303,775127,2019-09-05T09:00:00,12,4
12304,775127,2019-09-05T10:00:00,10,14
12305,775127,2019-09-05T11:00:00,15,16
12306,775127,2019-09-05T12:00:00,11,10
12307,775127,2019-09-05T13:00:00,22,14
12308,775127,2019-09-05T14:00:00,16,17
12309,775127,2019-09-05T15:00:00,23,18
12310,775127,2019-09-05T16:00:00,34,30
12311,775127,2019-09-05T17:00:00,13,12
12312,775127,2019-09-05T18:00:00,3,12
12313,775127,2019-09-05T19:00:00,0,7
12314,775130,2019-09-05T06:00:00,1,1
12315,775130,2019-09-05T07:00:00,6,3
12316,775130,2019-09-05T08:00:00,7,5
12317,775130,2019-09-05T09:00:00,27,22
12318,775130,2019-09-05T10:00:00,42,37
12319,775130,2019-09-05T11:00:00,25,30
12320,775130,2019-09-05T12:00:00,48,43
12321,775130,2019-09-05T13:00:00,50,46
12322,775130,2019-09-05T14:00:00,63,51
12323,775130,2019-09-05T15:00:00,61,46
12324,775130,2019-09-05T16:00:00,48,57
12325,775130,2019-09-05T17:00:00,46,67
12326,775130,2019-09-05T18:00:00,36,22
12327,775130,2019-09-05T19:00:00,7,10
12328,775130,2019-09-05T20:00:00,9,9
12329,775130,2019-09-05T21:00:00,4,10
12330,775130,2019-09-05T22:00:00,6,14
12331,775140,2019-09-05T07:00:00,4,2
12332,775140,2019-09-05T08:00:00,6,4
12333,775140,2019-09-05T09:00:00,13,5
12334,775140,2019-09-05T10:00:00,48,36
12335,775140,2019-09-05T11:00:00,27,32
12336,775140,2019-09-05T12:00:00,27,29
12337,775140,2019-09-05T13:00:00,39,25
12338,775140,2019-09-05T14:00:00,30,27
12339,775140,2019-09-05T15:00:00,48,40
12340,775140,2019-09-05T16:00:00,46,56
12341,775140,2019-09-05T17:00:00,26,38
12342,775140,2019-09-05T18:00:00,45,35
12343,775140,2019-09-05T19:00:00,17,19
12344,775140,2019-09-05T20:00:00,10,8
12345,775140,2019-09-05T21:00:00,22,49
12346,775140,2019-09-05T22:00:00,0,2
12347,775144,2019-09-05T07:00:00,2,1
12348,775144,2019-09-05T08:00:00,20,16
12349,775144,2019-09-05T09:00:00,16,5
12350,775144,2019-09-05T10:00:00,32,37
12351,775144,2019-09-05T11:00:00,38,37
12352,775144,2019-09-05T12:00:00,46,36
12353,775144,2019-09-05T13:00:00,34,49
12354,775144,2019-09-05T14:00:00,45,36
12355,775144,2019-09-05T15:00:00,82,50
12356,775144,2019-09-05T16:00:00,54,58
12357,775144,2019-09-05T17:00:00,27,75
12358,775144,2019-09-05T18:00:00,0,3
12359,775146,2019-09-05T07:00:00,2,4
12360,775146,2019-09-05T08:00:00,36,40
12361,775146,2019-09-05T09:00:00,21,26
12362,775146,2019-09-05T10:00:00,20,13
12363,775146,2019-09-05T11:00:00,38,47
12364,775146,2019-09-05T12:00:00,64,37
12365,775146,2019-09-05T13:00:00,41,68
12366,775146,2019-09-05T14:00:00,16,16
12367,775146,2019-09-05T15:00:00,9,7
12368,775146,2019-09-05T16:00:00,24,14
12369,775146,2019-09-05T17:00:00,5,10
12370,775146,2019-09-05T18:00:00,8,16
12371,775146,2019-09-05T19:00:00,2,4
12372,775146,2019-09-05T20:00:00,7,6
12373,775147,2019-09-05T06:00:00,5,5
12374,775147,2019-09-05T08:00:00,5,9
12375,775147,2019-09-05T09:00:00,25,12
12376,775147,2019-09-05T10:00:00,18,25
12377,775147,2019-09-05T11:00:00,21,17
12378,775147,2019-09-05T12:00:00,34,27
12379,775147,2019-09-05T13:00:00,35,37
12380,775147,2019-09-05T14:00:00,54,47
12381,775147,2019-09-05T15:00:00,38,45
12382,775147,2019-09-05T16:00:00,13,18
12383,775147,2019-09-05T17:00:00,15,18
12384,775147,2019-09-05T18:00:00,19,13
12385,775147,2019-09-05T19:00:00,15,11
12386,775149,2019-09-05T08:00:00,37,22
12387,775149,2019-09-05T09:00:00,24,24
12388,775149,2019-09-05T10:00:00,82,79
12389,775149,2019-09-05T11:00:00,22,22
12390,775149,2019-09-05T12:00:00,29,21
12391,775149,2019-09-05T13:00:00,19,25
12392,775149,2019-09-05T14:00:00,12,13
12393,775149,2019-09-05T15:00:00,8,6
12394,775149,2019-09-05T16:00:00,3,3
12395,775149,2019-09-05T17:00:00,4,4
12396,775149,2019-09-05T18:00:00,2,4
12397,775150,2019-09-05T07:00:00,2,2
12398,775150,2019-09-05T08:00:00,1,0
12399,775150,2019-09-05T09:00:00,9,8
12400,775150,2019-09-05T10:00:00,8,10
12401,775150,2019-09-05T11:00:00,6,4
12402,775150,2019-09-05T12:00:00,9,7
12403,775150,2019-09-05T13:00:00,18,18
12404,775150,2019-09-05T14:00:00,37,32
12405,775150,2019-09-05T15:00:00,29,31
12406,775150,2019-09-05T16:00:00,49,53
12407,775150,2019-09-05T17:00:00,12,19
12408,775150,2019-09-05T18:00:00,0,4
12409,775160,2019-09-05T06:00:00,1,0
12410,775160,2019-09-05T07:00:00,2,1
12411,775160,2019-09-05T08:00:00,16,10
12412,775160,2019-09-05T09:00:00,23,13
12413,775160,2019-09-05T10:00:00,47,32
12414,775160,2019-09-05T11:00:00,27,39
12415,775160,2019-09-05T12:00:00,23,21
12416,775160,2019-09-05T13:00:00,32,22
12417,775160,2019-09-05T14:00:00,29,33
12418,775160,2019-09-05T15:00:00,45,33
12419,775160,2019-09-05T16:00:00,47,35
12420,775160,2019-09-05T17:00:00,20,23
12421,775160,2019-09-05T18:00:00,3,11
12422,775160,2019-09-05T19:00:00,6,6
12423,775160,2019-09-05T20:00:00,2,4
12424,775160,2019-09-05T21:00:00,1,2
12425,775162,2019-09-05T07:00:00,1,0
12426,775162,2019-09-05T08:00:00,6,7
12427,775162,2019-09-05T09:00:00,8,6
12428,775162,2019-09-05T10:00:00,1,1
12429,775162,2019-09-05T11:00:00,39,62
12430,775162,2019-09-05T12:00:00,38,40
12431,775162,2019-09-05T13:00:00,8,10
12432,775162,2019-09-05T14:00:00,14,9
12433,775162,2019-09-05T15:00:00,12,15
12434,775162,2019-09-05T16:00:00,5,15
12435,775162,2019-09-05T17:00:00,5,10
12436,775162,2019-09-05T18:00:00,3,2
12437,775162,2019-09-05T19:00:00,2,5
12438,775162,2019-09-05T20:00:00,4,5
12439,775162,2019-09-05T21:00:00,1,2
12440,775164,2019-09-05T07:00:00,1,0
12441,775164,2019-09-05T08:00:00,6,7
12442,775164,2019-09-05T10:00:00,2,1
12443,775164,2019-09-05T11:00:00,2,1
12444,775164,2019-09-05T13:00:00,4,4
12445,775164,2019-09-05T14:00:00,4,6
12446,775164,2019-09-05T15:00:00,13,13
12447,775164,2019-09-05T16:00:00,10,14
12448,775164,2019-09-05T17:00:00,9,11
12449,775164,2019-09-05T18:00:00,5,7
12450,775164,2019-09-05T19:00:00,4,4
12451,775167,2019-09-05T07:00:00,1,0
12452,775167,2019-09-05T08:00:00,4,4
12453,775167,2019-09-05T09:00:00,11,8
12454,775167,2019-09-05T10:00:00,13,19
12455,775167,2019-09-05T11:00:00,6,3
12456,775167,2019-09-05T12:00:00,12,11
12457,775167,2019-09-05T13:00:00,14,12
12458,775167,2019-09-05T14:00:00,18,18
12459,775167,2019-09-05T15:00:00,29,31
12460,775167,2019-09-05T16:00:00,24,26
12461,775167,2019-09-05T17:00:00,21,22
12462,775167,2019-09-05T18:00:00,9,4
12463,775167,2019-09-05T19:00:00,9,9
12464,775167,2019-09-05T20:00:00,1,0
12465,775167,2019-09-05T21:00:00,2,6
12466,775168,2019-09-05T07:00:00,6,2
12467,775168,2019-09-05T08:00:00,8,11
12468,775168,2019-09-05T09:00:00,5,5
12469,775168,2019-09-05T10:00:00,5,4
12470,775168,2019-09-05T11:00:00,7,12
12471,775168,2019-09-05T12:00:00,3,4
12472,775168,2019-09-05T13:00:00,3,3
12473,775168,2019-09-05T14:00:00,16,10
12474,775168,2019-09-05T15:00:00,24,29
12475,775168,2019-09-05T16:00:00,17,15
12476,775168,2019-09-05T17:00:00,6,6
12477,775168,2019-09-05T18:00:00,6,7
12478,775168,2019-09-05T19:00:00,11,11
12479,775168,2019-09-05T20:00:00,4,4
12480,775168,2019-09-05T21:00:00,1,1
12481,775170,2019-09-05T07:00:00,3,2
12482,775170,2019-09-05T08:00:00,2,2
12483,775170,2019-09-05T09:00:00,0,2
12484,775170,2019-09-05T10:00:00,4,3
12485,775170,2019-09-05T11:00:00,4,4
12486,775170,2019-09-05T12:00:00,3,2
12487,775170,2019-09-05T13:00:00,4,3
12488,775170,2019-09-05T14:00:00,1,0
12489,775170,2019-09-05T15:00:00,7,4
12490,775170,2019-09-05T16:00:00,11,12
12491,775170,2019-09-05T17:00:00,9,6
12492,775170,2019-09-05T18:00:00,6,10
12493,775170,2019-09-05T19:00:00,2,2
12494,775100,2019-09-06T06:00:00,10,0
12495,775100,2019-09-06T07:00:00,76,7
12496,775100,2019-09-06T08:00:00,364,60
12497,775100,2019-09-06T09:00:00,590,326
12498,775100,2019-09-06T10:00:00,408,355
12499,775100,2019-09-06T11:00:00,318,414
12500,775100,2019-09-06T12:00:00,391,479
12501,775100,2019-09-06T13:00:00,414,438
12502,775100,2019-09-06T14:00:00,358,469
12503,775100,2019-09-06T15:00:00,414,574
12504,775100,2019-09-06T16:00:00,296,350
12505,775100,2019-09-06T17:00:00,243,356
12506,775100,2019-09-06T18:00:00,107,148
12507,775100,2019-09-06T19:00:00,111,136
12508,775100,2019-09-06T20:00:00,32,88
12509,775100,2019-09-06T21:00:00,42,57
12510,775100,2019-09-06T22:00:00,3,12
12511,775120,2019-09-06T07:00:00,2,1
12512,775120,2019-09-06T08:00:00,5,4
12513,775120,2019-09-06T09:00:00,13,11
12514,775120,2019-09-06T10:00:00,19,24
12515,775120,2019-09-06T11:00:00,27,22
12516,775120,2019-09-06T12:00:00,34,34
12517,775120,2019-09-06T13:00:00,38,37
12518,775120,2019-09-06T14:00:00,21,25
12519,775120,2019-09-06T15:00:00,49,35
12520,775120,2019-09-06T16:00:00,34,45
12521,775120,2019-09-06T17:00:00,24,28
12522,775120,2019-09-06T18:00:00,11,13
12523,775120,2019-09-06T19:00:00,5,6
12524,775120,2019-09-06T20:00:00,2,2
12525,775120,2019-09-06T21:00:00,4,6
12526,775122,2019-09-06T07:00:00,1,0
12527,775122,2019-09-06T08:00:00,0,1
12528,775122,2019-09-06T09:00:00,1,1
12529,775122,2019-09-06T10:00:00,11,6
12530,775122,2019-09-06T11:00:00,4,8
12531,775122,2019-09-06T12:00:00,8,6
12532,775122,2019-09-06T13:00:00,10,11
12533,775122,2019-09-06T14:00:00,11,12
12534,775122,2019-09-06T15:00:00,15,10
12535,775122,2019-09-06T16:00:00,9,12
12536,775122,2019-09-06T17:00:00,11,12
12537,775122,2019-09-06T19:00:00,6,6
12538,775122,2019-09-06T20:00:00,1,1
12539,775126,2019-09-06T07:00:00,1,1
12540,775126,2019-09-06T08:00:00,9,8
12541,775126,2019-09-06T09:00:00,2,2
12542,775126,2019-09-06T10:00:00,1,2
12543,775126,2019-09-06T11:00:00,11,11
12544,775126,2019-09-06T12:00:00,1,1
12545,775126,2019-09-06T13:00:00,3,3
12546,775126,2019-09-06T14:00:00,3,3
12547,775126,2019-09-06T16:00:00,1,1
12548,775126,2019-09-06T17:00:00,6,1
12549,775126,2019-09-06T18:00:00,0,5
12550,775126,2019-09-06T19:00:00,3,2
12551,775126,2019-09-06T20:00:00,1,1
12552,775126,2019-09-06T21:00:00,0,1
12553,775127,2019-09-06T07:00:00,1,0
12554,775127,2019-09-06T08:00:00,5,4
12555,775127,2019-09-06T09:00:00,2,3
12556,775127,2019-09-06T10:00:00,22,15
12557,775127,2019-09-06T11:00:00,17,23
12558,775127,2019-09-06T12:00:00,17,18
12559,775127,2019-09-06T13:00:00,12,13
12560,775127,2019-09-06T14:00:00,15,16
12561,775127,2019-09-06T15:00:00,26,23
12562,775127,2019-09-06T16:00:00,13,12
12563,775127,2019-09-06T17:00:00,7,9
12564,775127,2019-09-06T18:00:00,3,3
12565,775127,2019-09-06T19:00:00,2,1
12566,775130,2019-09-06T06:00:00,1,1
12567,775130,2019-09-06T07:00:00,3,1
12568,775130,2019-09-06T08:00:00,6,5
12569,775130,2019-09-06T09:00:00,23,16
12570,775130,2019-09-06T10:00:00,27,25
12571,775130,2019-09-06T11:00:00,35,35
12572,775130,2019-09-06T12:00:00,44,33
12573,775130,2019-09-06T13:00:00,47,50
12574,775130,2019-09-06T14:00:00,45,47
12575,775130,2019-09-06T15:00:00,48,50
12576,775130,2019-09-06T16:00:00,45,39
12577,775130,2019-09-06T17:00:00,28,34
12578,775130,2019-09-06T18:00:00,34,25
12579,775130,2019-09-06T19:00:00,19,18
12580,775130,2019-09-06T20:00:00,10,12
12581,775130,2019-09-06T21:00:00,12,15
12582,775130,2019-09-06T22:00:00,12,13
12583,775140,2019-09-06T07:00:00,2,0
12584,775140,2019-09-06T08:00:00,17,11
12585,775140,2019-09-06T09:00:00,20,13
12586,775140,2019-09-06T10:00:00,40,36
12587,775140,2019-09-06T11:00:00,24,32
12588,775140,2019-09-06T12:00:00,42,34
12589,775140,2019-09-06T13:00:00,31,34
12590,775140,2019-09-06T14:00:00,44,36
12591,775140,2019-09-06T15:00:00,75,70
12592,775140,2019-09-06T16:00:00,35,47
12593,775140,2019-09-06T17:00:00,18,25
12594,775140,2019-09-06T18:00:00,13,13
12595,775140,2019-09-06T19:00:00,7,11
12596,775140,2019-09-06T20:00:00,9,5
12597,775140,2019-09-06T21:00:00,8,15
12598,775140,2019-09-06T22:00:00,0,2
12599,775144,2019-09-06T08:00:00,2,2
12600,775144,2019-09-06T09:00:00,14,7
12601,775144,2019-09-06T10:00:00,20,22
12602,775144,2019-09-06T11:00:00,5,10
12603,775144,2019-09-06T12:00:00,14,13
12604,775144,2019-09-06T13:00:00,9,15
12605,775144,2019-09-06T14:00:00,16,18
12606,775144,2019-09-06T15:00:00,7,8
12607,775146,2019-09-06T07:00:00,6,6
12608,775146,2019-09-06T08:00:00,31,5
12609,775146,2019-09-06T09:00:00,0,35
12610,775146,2019-09-06T10:00:00,12,10
12611,775146,2019-09-06T11:00:00,54,63
12612,775146,2019-09-06T12:00:00,16,5
12613,775146,2019-09-06T13:00:00,31,39
12614,775146,2019-09-06T14:00:00,12,16
12615,775146,2019-09-06T15:00:00,2,2
12616,775146,2019-09-06T16:00:00,5,6
12617,775146,2019-09-06T17:00:00,1,0
12618,775146,2019-09-06T18:00:00,1,2
12619,775146,2019-09-06T20:00:00,1,1
12620,775147,2019-09-06T06:00:00,2,8
12621,775147,2019-09-06T08:00:00,1,2
12622,775147,2019-09-06T10:00:00,5,4
12623,775147,2019-09-06T11:00:00,10,6
12624,775147,2019-09-06T12:00:00,8,7
12625,775147,2019-09-06T13:00:00,12,17
12626,775147,2019-09-06T14:00:00,8,9
12627,775149,2019-09-06T07:00:00,11,11
