epsilons,min_errors,max_errors,mse_errors,abs_errors
2.0,13.855201739703944,13.855201739703944,3219953.5837324057,1657.3235467458926
1.4,26.731874346355198,26.731874346355198,3659990.1163903237,1597.8365086529247
1.2,14.181278423695403,14.181278423695403,4733574.815563168,1821.3810554491597
1.0,45.892434228729826,45.892434228729826,6355141.645329451,2071.36670333221
0.8,44.299057641119134,44.299057641119134,6969336.9713937035,2147.4104766873033
0.7,3.2628893342332503,3.2628893342332503,7910771.755656403,2198.531280963745
0.5,27.752219211999773,27.752219211999773,13623776.46168121,2870.9827151272875
0.4,28.36823281977854,28.36823281977854,14374073.502087787,2974.473895207251
0.3,46.74522766818768,46.74522766818768,20190366.662545126,3470.2123010582586
