epsilons,min_errors,max_errors,mse_errors
2.0,0.007566983288533891,0.007566983288533891,0.4068641635054234
1.0,0.001135201212150605,0.001135201212150605,1.2782104526725384
0.8,0.023146060436040727,0.023146060436040727,2.6260664203386805
0.7,0.004457953874499765,0.004457953874499765,3.243272886325825
0.5,0.005435587297213829,0.005435587297213829,8.019288873935771
0.4,0.03895031684041328,0.03895031684041328,13.185953557007705
0.3,0.02350873065445569,0.02350873065445569,18.334762489097006
